(408.55,-942.93)
(-592.32,-854.26)
(189.58,-479.70)
(603.56,-375.53)
(612.93,468.55)
(-239.43,-805.68)
(-249.12,-778.61)
(-409.54,-696.19)
(393.38,437.86)
(878.99,250.33)
(-522.66,149.31)
(-324.76,250.49)
(949.60,-874.48)
(38.78,-637.49)
(-352.83,813.66)
(-784.50,872.97)
(-957.75,843.09)
(-787.25,-45.91)
(-627.56,-940.19)
(-450.23,667.45)
(219.56,950.57)
(354.38,755.53)
(873.33,539.19)
(17.86,0.92)
(-7.28,-60.00)
(801.23,831.79)
(-639.12,250.42)
(667.30,137.41)
(-596.59,326.35)
(-833.07,287.68)
(-135.04,447.08)
(462.18,-282.46)
(-339.52,408.61)
(-227.93,-550.80)
(115.62,408.70)
(-585.16,205.67)
(-58.27,234.87)
(122.33,247.03)
(62.85,-55.75)
(-565.80,152.90)
(555.00,-21.97)
(704.82,-69.85)
(-109.41,461.72)
(650.70,151.65)
(-255.50,-779.21)
(908.65,212.37)
(904.39,-660.64)
(435.55,452.42)
(-859.12,-804.47)
(134.04,-574.88)
(-678.02,45.04)
(-884.73,461.82)
(-474.28,-652.05)
(-445.97,137.38)
(-784.99,302.49)
(-751.62,395.29)
(-807.49,-909.53)
(502.24,196.19)
(-76.93,-295.86)
(-594.29,812.87)
(-915.31,580.97)
(791.94,90.76)
(-961.90,-675.88)
(-72.74,-526.60)
(-118.49,-54.91)
(-165.61,954.01)
(-51.17,120.68)
(-404.15,313.30)
(545.90,526.42)
(112.64,938.16)
(680.97,616.78)
(-792.55,353.82)
(211.95,22.02)
(519.82,81.96)
(191.55,349.16)
(871.35,-288.92)
(-374.56,120.90)
(-667.87,346.12)
(950.30,700.16)
(476.51,368.53)
(617.15,395.97)
(979.66,763.24)
(180.01,-481.77)
(-497.09,980.58)
(297.86,-881.56)
(85.08,-992.69)
(196.86,-209.36)
(-455.21,994.85)
(-696.82,-765.42)
(543.46,852.55)
(32.03,-862.34)
(-194.66,412.05)
(-871.98,829.14)
(-669.79,964.75)
(758.60,633.43)
(173.04,-757.06)
(-849.86,-11.25)
(-992.42,816.01)
(-69.49,-991.87)
(53.87,445.84)
(136.55,5.34)
(-596.41,453.40)
(-459.58,694.91)
(-333.53,-191.39)
(436.01,-345.74)
(-615.86,-992.87)
(598.86,185.38)
(-218.27,444.85)
(411.34,-946.86)
(-878.98,-938.05)
(-912.87,899.81)
(495.13,677.22)
(-831.01,-360.30)
(-862.61,-246.94)
(-693.10,-532.52)
(473.69,-723.03)
(-77.87,-672.35)
(189.19,618.95)
(-262.32,142.11)
(-722.43,253.68)
(221.69,660.07)
(779.90,526.02)
(-216.40,13.39)
(61.80,764.40)
(-904.24,-266.27)
(-706.53,939.20)
(-28.64,-53.09)
(-424.30,321.47)
(-15.96,663.28)
(-947.03,744.08)
(502.52,-468.06)
(-658.12,-295.71)
(-71.42,320.71)
(380.90,-22.20)
(727.91,315.37)
(925.51,-631.86)
(53.77,361.65)
(-600.82,773.67)
(981.03,-716.13)
(431.14,-83.96)
(580.83,300.26)
(219.58,-882.52)
(-963.37,952.76)
(151.74,-869.54)
(-507.85,200.08)
(-121.15,117.00)
(570.65,-783.16)
(130.11,-186.40)
(-932.83,498.05)
(-805.99,-233.13)
(-651.12,-82.56)
(181.16,300.77)
(-352.85,-331.45)
(-805.32,-674.63)
(967.86,700.04)
(335.91,-117.93)
(-262.26,821.81)
(931.22,826.22)
(-509.98,-999.58)
(203.34,-14.74)
(205.13,530.56)
(-307.84,-208.59)
(-671.66,309.00)
(-480.16,122.79)
(719.85,181.08)
(-324.04,837.11)
(305.88,-847.29)
(-128.03,352.37)
(61.03,501.21)
(729.93,990.13)
(-245.54,-486.91)
(890.24,365.00)
(-966.69,299.87)
(-148.30,766.44)
(-138.05,656.24)
(341.22,368.76)
(770.13,31.53)
(473.39,-430.52)
(-122.35,122.78)
(-651.77,-986.21)
(-597.09,484.33)
(330.23,234.86)
(-121.20,-59.29)
(99.82,-325.77)
(464.52,-419.98)
(983.62,707.71)
(385.52,-10.62)
(-15.12,483.52)
(-531.67,-256.55)
(464.51,-133.15)
(741.36,-519.79)
(816.62,508.30)
(-928.02,-356.54)
(519.53,476.16)
(-175.53,-730.65)
(463.70,221.93)
(459.83,76.05)
(-988.37,-742.76)
(641.09,-496.07)
(798.24,-647.50)
