(170.1894,128.8119)
(90.8877,-291.0929)
(-322.4462,-258.2190)
(122.2107,-696.5692)
(-890.3388,291.8330)
(272.9126,-608.8457)
(513.6136,-119.2594)
(126.8669,-9.5927)
(583.5111,-949.8539)
(-218.4753,-712.3987)
(628.1537,377.4178)
(104.2212,-940.4674)
(-176.3822,423.1007)
(-783.3654,667.2392)
(732.4653,212.8503)
(-639.0732,773.5459)
(-181.1477,-418.4646)
(309.3948,-476.7917)
(369.6436,-383.1602)
(-790.0541,970.7488)
(715.8623,-495.4027)
(85.9759,113.2751)
(-248.8314,695.4605)
(-467.9067,636.3089)
(-292.0206,-953.5922)
(503.1781,-607.7434)
(288.5116,553.0719)
(330.2079,-474.7388)
(-983.0821,195.2242)
(104.9600,-178.4051)
(52.5550,312.8145)
(162.9117,-962.5071)
(478.1492,438.7528)
(569.7047,695.6133)
(-640.3983,799.1452)
(-97.6598,-478.2873)
(986.4124,-708.9174)
(248.9079,189.3295)
(-431.5341,-257.8727)
(702.5108,621.3911)
(-641.6347,774.4515)
(-725.9157,-907.3261)
(534.0752,-561.2979)
(-776.5426,702.1281)
(-983.8550,240.9163)
(185.0361,131.3109)
(762.3126,-112.6515)
(735.9219,-696.0675)
(874.2087,-273.2086)
(-717.1435,-865.9236)
(90.2748,-726.0048)
(352.6705,-539.7871)
(-53.0007,462.4450)
(-459.0890,-581.6149)
(-170.2624,953.6616)
(-708.4184,491.3280)
(-367.8895,435.5414)
(-411.1044,317.9737)
(-238.0313,484.8019)
(-908.1781,448.2891)
(-411.0457,-394.5384)
(972.2664,-567.2304)
(-153.3890,-903.8295)
(-215.0207,-541.4989)
(-944.5389,-545.4930)
(-654.3771,-890.6226)
(893.3051,-750.6747)
(246.5105,359.9223)
(478.8762,14.7373)
(641.6333,-271.0567)
(-293.2569,985.1660)
(-311.7372,436.6900)
(34.7541,618.8918)
(-803.2707,-845.0754)
(10.6833,-340.2980)
(-219.9199,-455.8975)
(-419.7292,-812.1019)
(-68.2792,-807.4757)
(-334.0289,13.9373)
(914.0073,547.8363)
(567.0483,740.8851)
(489.2576,-942.5201)
(56.5772,629.9019)
(926.4078,-719.9370)
(-583.8803,991.3170)
(-860.0612,947.8981)
(904.1870,-826.2348)
(888.3714,-708.7342)
(875.4870,-156.4184)
(-628.5636,27.1021)
(503.6267,325.9005)
(728.0848,870.2815)
(-222.9231,-223.5224)
(11.1653,516.9787)
(20.9709,-14.2270)
(491.6197,-285.4004)
(465.3309,454.3824)
(443.8709,658.5468)
(-125.0978,-234.3273)
(-674.5998,409.9530)
(648.2241,-363.2992)
(334.6363,599.5059)
(-245.9073,-481.6154)
(-507.6351,325.7467)
(-324.2551,548.7889)
(-674.1483,719.8677)
(-818.7904,-597.3834)
(-557.4960,807.2326)
(14.7257,499.7929)
(565.5069,187.7863)
(81.9506,-958.5588)
(761.0363,759.3084)
(-478.7009,-486.8556)
(199.6719,-168.3296)
(617.9631,-98.7024)
(-906.9438,936.0386)
(-572.4715,-678.1137)
(-997.3057,-787.0964)
(325.5056,112.1689)
(553.7455,872.4958)
(-847.8150,140.2874)
(368.4355,900.6225)
(-827.2062,-833.8648)
(499.0943,-104.7615)
(-609.2039,-102.9858)
(-716.0372,-421.7676)
(-301.0748,-877.7998)
(-636.7611,626.9573)
(684.8570,-933.8651)
(-400.6573,-291.6343)
(-28.9073,757.8394)
(-853.1402,-539.6243)
(-237.8767,919.2625)
(439.9720,-38.4905)
(311.9157,-888.4544)
(362.9991,-459.7986)
(-908.6378,820.5762)
(-624.4823,-487.9861)
(283.9221,940.2208)
(828.8348,-486.7330)
(-813.1492,945.8604)
(-845.7461,205.7487)
(-955.8521,-300.3899)
(-277.6727,916.3392)
(-177.6471,211.9982)
(871.9384,-920.6964)
(818.4695,-516.3888)
(-934.4198,-912.8906)
(394.6469,-77.1522)
(-373.0174,349.9156)
(508.0740,885.2163)
(681.2052,-888.7633)
(-100.8615,752.4387)
(891.6597,660.9218)
(-761.2780,-771.6670)
(-0.7579,-607.5331)
(-57.5654,109.9181)
(247.9002,-761.8300)
(775.5219,539.5575)
(285.1337,-34.5776)
(-844.2627,460.0867)
(807.6138,-44.1638)
(606.9559,-957.1768)
(715.6905,487.1361)
(-510.0538,793.3274)
(-987.5546,904.7750)
(694.3830,555.2846)
(362.1821,733.7085)
(-343.0862,-123.1205)
(-693.9362,-305.4226)
(744.5618,-237.6656)
(-458.7148,-88.5836)
(-614.6360,-419.9712)
(-110.4572,-824.1595)
(862.1882,249.7446)
(243.0694,-620.7622)
(533.7867,-198.1194)
(296.1414,3.7525)
(422.8673,-523.2421)
(-957.6808,-16.9191)
(-999.4295,852.6774)
(647.9165,-822.4086)
(813.0391,164.5974)
(-371.2046,144.0687)
(-184.6018,99.6895)
(583.3567,803.7977)
(-319.7753,-824.6735)
(831.3931,177.7062)
(-94.7363,50.4471)
(-466.3475,-46.7057)
(-108.7404,302.9074)
(-14.2220,-779.6365)
(448.5585,-46.0408)
(-973.4450,620.3109)
(318.4286,-194.6038)
(-386.8113,311.9850)
(-531.1076,-93.5380)
(-425.2343,627.7798)
(-313.6017,460.4995)
(51.4772,-856.4299)
