(275.30,989.36)
(146.05,640.20)
(-380.87,-766.23)
(-323.66,-769.29)
(459.88,145.32)
(305.52,642.42)
(536.56,-942.72)
(619.68,-890.15)
(882.51,-656.09)
(-908.06,681.46)
(660.82,840.69)
(-545.46,938.25)
(-88.83,-621.64)
(10.57,545.48)
(140.82,-182.39)
(664.01,-115.29)
(-461.72,37.53)
(-458.55,707.53)
(66.39,326.49)
(684.24,-427.09)
(-213.69,-67.29)
(-616.16,773.10)
(-688.12,270.79)
(929.60,-265.10)
(-150.49,-376.98)
(826.30,-344.17)
(213.65,-673.63)
(410.19,-196.21)
(-724.78,-492.86)
(-152.62,-86.93)
(996.87,-975.82)
(-953.16,-392.75)
(-102.69,-541.78)
(554.02,753.28)
(586.46,760.62)
(333.81,997.76)
(-96.30,-808.42)
(-517.90,624.63)
(-916.05,142.39)
(165.83,-94.14)
(747.87,754.40)
(-614.11,559.04)
(-391.13,376.87)
(248.46,46.82)
(-744.32,-698.69)
(-762.21,384.08)
(-565.02,-921.99)
(837.78,-545.09)
(-196.65,88.85)
(-86.92,742.46)
(-633.99,388.28)
(-663.63,-86.54)
(60.14,-30.45)
(-662.38,219.25)
(-357.50,-190.09)
(-181.76,-159.84)
(778.68,-317.77)
(-408.67,-885.75)
(-298.11,-577.90)
(647.05,968.38)
(991.87,-81.89)
(-736.25,-530.88)
(-935.06,843.82)
(-691.29,-799.81)
(-407.55,-439.43)
(733.19,-92.81)
(-370.63,-193.56)
(647.52,-599.03)
(485.93,679.92)
(-75.15,333.91)
(-186.34,439.16)
(187.70,-675.53)
(-361.15,362.94)
(689.86,-442.92)
(582.48,-458.94)
(-985.19,74.31)
(775.79,-500.46)
(984.74,-622.58)
(846.31,581.07)
(-426.14,-494.38)
(678.37,-563.54)
(-418.70,474.71)
(233.28,-153.11)
(243.93,242.56)
(496.56,257.64)
(425.69,783.66)
(-128.70,190.75)
(779.75,-659.49)
(970.97,-38.61)
(-586.44,114.32)
(406.27,763.41)
(-330.01,-326.67)
(-467.38,-397.07)
(398.57,-199.18)
(111.68,19.74)
(-153.20,299.87)
(319.55,509.71)
(766.21,-659.29)
(426.50,-749.02)
(935.35,786.37)
(-351.77,-580.27)
(370.21,234.64)
(-340.57,-644.06)
(-941.44,174.18)
(-300.06,268.03)
(-646.83,885.69)
(904.88,-279.71)
(619.58,205.58)
(417.73,449.57)
(-583.10,607.77)
(-195.38,-724.09)
(502.77,-983.36)
(287.50,754.04)
(412.33,905.97)
(-522.30,993.93)
(-920.79,964.10)
(-409.15,-894.50)
(-628.74,882.48)
(194.15,-847.97)
(747.03,-986.71)
(785.25,992.76)
(-905.77,-748.03)
(-807.12,912.66)
(-759.37,-286.28)
(924.65,66.57)
(94.32,8.01)
(-857.29,88.07)
(130.92,-843.16)
(-580.33,611.67)
(197.40,512.75)
(-614.41,-698.44)
(314.75,5.67)
(743.37,-363.18)
(-599.44,-780.88)
(-744.08,-379.51)
(79.68,314.70)
(649.01,-791.75)
(-488.19,256.82)
(312.26,-288.87)
(-923.52,359.21)
(-502.29,-558.27)
(-988.08,-409.37)
(264.28,-79.93)
(424.08,-715.70)
(322.94,456.58)
(-966.70,994.16)
(17.47,575.98)
(-452.34,-356.91)
(943.88,28.90)
(306.07,-783.46)
(-217.09,-290.99)
(-509.62,-393.37)
(-525.39,-772.55)
(-797.53,-182.40)
(-171.57,-247.26)
(899.38,-853.69)
(-847.81,-167.89)
(809.84,846.85)
(304.08,370.52)
(-885.94,457.90)
(-611.82,-19.98)
(-445.60,-273.32)
(-713.32,79.84)
(650.19,188.45)
(-104.86,-343.95)
(-82.69,-89.13)
(402.35,-542.85)
(596.86,-714.59)
(252.22,456.05)
(794.79,-728.90)
(38.56,333.84)
(-105.18,-743.29)
(-791.79,790.72)
(-914.45,50.34)
(565.47,570.70)
(-868.14,-56.62)
(-405.28,790.84)
(356.17,-445.21)
(458.46,726.91)
(57.50,776.41)
(60.43,-67.79)
(807.92,-516.70)
(25.60,8.72)
(918.31,-737.08)
(-233.32,-68.56)
(-519.49,-709.45)
(-355.88,735.21)
(902.73,-158.13)
(159.95,-158.16)
(-516.21,-967.71)
(904.01,4.90)
(-29.95,205.24)
(778.59,-126.08)
(-581.68,-231.95)
(191.88,112.87)
(235.80,-597.86)
(659.84,-523.64)
(555.91,312.99)
(181.88,-210.39)
(231.52,-104.50)
