(679.7029,809.2294)
(121.1152,459.8531)
(483.3114,-550.4791)
(-912.1101,-185.4521)
(-352.0196,508.3776)
(871.9719,257.9108)
(452.0767,-808.8541)
(-684.7349,484.4340)
(763.3457,-783.6712)
(478.3370,199.2507)
(676.4333,-253.7674)
(-108.9551,-26.2435)
(-227.2482,562.3034)
(-288.2866,-508.2899)
(-778.3252,-776.7195)
(781.1860,818.2101)
(-98.9155,-69.3908)
(580.8943,-419.4289)
(-580.8202,671.6492)
(471.5132,-714.9084)
(-38.4605,-600.2048)
(-788.7751,535.4809)
(215.6196,-50.9862)
(852.7229,-660.0252)
(86.1746,964.1971)
(877.3054,-991.0055)
(707.5388,555.1682)
(-339.9854,671.2162)
(761.5293,-517.1478)
(546.0080,-59.9159)
(103.0459,980.0282)
(13.9447,159.9311)
(-160.6736,-43.0833)
(-646.0399,339.1966)
(-670.6729,78.4594)
(99.6732,756.4739)
(-734.4555,-903.8847)
(534.4028,442.0252)
(175.3711,-179.3449)
(-641.6690,-732.2004)
(954.0508,67.4635)
(142.9391,213.3394)
(478.4123,50.5851)
(-290.3133,948.7771)
(495.5192,94.2110)
(671.3700,842.1624)
(576.8570,-155.9544)
(-391.8193,-921.2897)
(977.6744,755.8994)
(-579.0082,-524.0265)
(448.9761,-740.2973)
(-659.8159,-109.4513)
(-514.2256,-693.4938)
(-315.5615,351.8559)
(-242.5556,278.8644)
(398.3061,447.0191)
(-459.2512,916.0653)
(598.3887,16.7129)
(-740.8077,598.0736)
(-216.3072,-893.9875)
(510.3040,823.1349)
(-779.5309,17.6965)
(-589.0169,-301.2426)
(675.8757,850.4661)
(755.7194,524.4368)
(-183.4070,-351.2659)
(-505.8729,554.5855)
(454.8364,-944.2870)
(-485.3373,657.9813)
(740.2945,582.5150)
(-957.4748,-789.3089)
(750.1056,642.2756)
(566.5203,449.5582)
(-317.6536,28.6243)
(-124.6400,788.3380)
(-357.1998,-576.4773)
(219.1111,328.5985)
(-214.5242,600.4121)
(65.9809,658.0709)
(-199.9575,549.0923)
(689.3970,459.6266)
(867.4990,-815.4277)
(-601.0838,-650.5269)
(-579.1534,-416.1243)
(482.8088,833.9922)
(90.4403,-110.5285)
(-248.8176,-970.4304)
(784.6133,-720.4091)
(987.6063,-412.1937)
(-634.8715,-888.2132)
(550.6903,305.8194)
(825.3704,-569.6999)
(-838.8207,70.6033)
(-36.9636,899.0417)
(-412.2167,-527.8017)
(-904.0198,-398.7601)
(669.3002,389.2619)
(428.0957,46.3334)
(341.6164,764.1596)
(-365.0331,-290.5154)
(136.1056,-412.1821)
(-337.1736,686.0929)
(-394.4693,212.4803)
(330.8838,555.8940)
(63.3266,621.9263)
(135.8434,669.3247)
(-657.5896,-90.5441)
(55.9500,-818.7541)
(-57.1418,-595.9071)
(-580.4624,995.0436)
(-982.9121,867.3570)
(335.6675,792.7540)
(871.2948,687.4110)
(-501.8304,395.7224)
(-527.6543,-765.4623)
(-61.2259,931.3668)
(-62.8463,95.7669)
(-676.9706,426.3809)
(-954.4821,251.6602)
(-317.7224,-284.5832)
(3.7096,33.5908)
(438.6277,60.1364)
(-814.5437,833.2921)
(634.7920,-486.3927)
(177.8511,-242.8600)
(551.2505,319.5211)
(136.0836,655.5871)
(504.7254,722.0752)
(-182.2285,-340.5507)
(-302.1172,124.6836)
(-849.0368,-830.8000)
(55.5476,-970.4977)
(526.7766,725.6321)
(-455.8656,278.8135)
(737.6351,-219.3121)
(561.8654,804.6411)
(-133.5294,658.7028)
(-87.9326,-655.9009)
(285.9824,-678.5356)
(-579.1268,260.2855)
(-170.9297,931.4168)
(491.2348,-273.2270)
(-807.8143,-350.3112)
(294.1160,-874.2386)
(-889.3481,596.8305)
(984.7056,-481.9220)
(62.9114,-712.8068)
(249.9457,823.2589)
(-801.2055,-903.1082)
(-220.2090,-106.9787)
(633.6826,27.6717)
(-228.4838,583.5582)
(-413.5029,-769.6256)
(-357.2299,-29.5933)
(339.3202,584.0561)
(-674.4538,688.4599)
(203.2527,469.9134)
(419.1285,627.3761)
(-806.3188,-786.7738)
(795.4129,-824.5849)
(625.2777,-713.4238)
(-117.8270,911.8572)
(126.7993,539.3708)
(314.2299,-397.9206)
(-748.1572,-467.4941)
(-554.2361,899.5414)
(-923.6323,370.0336)
(854.2988,694.1843)
(-376.7451,560.2696)
(-279.4206,-687.4231)
(-739.3417,477.9085)
(806.1515,-511.4061)
(-807.2292,-794.7388)
(-405.2766,476.4850)
(44.3130,-856.9945)
(-130.6667,862.9827)
(843.8094,189.7896)
(798.6627,747.8400)
(630.1808,-310.2167)
(-760.7776,-14.8939)
(227.0842,-588.5678)
(-404.7824,-358.1311)
(-607.5408,-14.2634)
(238.3214,227.1800)
(160.2186,933.4751)
(-270.5243,684.3964)
(420.2095,-800.1294)
(186.0402,-577.5113)
(-916.7479,-739.2866)
(634.0028,-786.1193)
(-428.1647,-801.5801)
(636.8007,-481.6285)
(381.6615,-706.6955)
(771.0106,826.1821)
(-131.2398,273.3235)
(963.8879,828.6883)
(-517.0940,682.3305)
(-470.7447,-430.5717)
(184.6453,738.2883)
(-673.4560,-677.6629)
