(-748.64,13.10)
(286.57,-311.72)
(-533.97,274.28)
(-840.35,-514.78)
(382.82,-346.60)
(-747.02,-78.57)
(5.71,512.91)
(26.75,93.80)
(-262.61,14.79)
(543.20,626.61)
(-265.99,571.44)
(822.54,-924.41)
(994.16,617.88)
(953.07,117.22)
(-25.21,-937.30)
(175.56,425.78)
(283.28,-737.04)
(904.63,59.45)
(-576.16,-742.87)
(875.10,-688.25)
(644.92,-547.28)
(275.94,294.79)
(-37.69,-968.96)
(-172.64,-133.05)
(321.40,236.32)
(-355.94,-530.53)
(824.64,-966.32)
(-767.64,-819.18)
(-337.78,-628.04)
(-284.94,726.12)
(796.81,-96.59)
(-863.93,491.62)
(-856.83,493.52)
(908.48,-796.72)
(-15.99,73.88)
(-72.28,-600.97)
(824.48,653.99)
(415.35,-510.77)
(711.86,-860.62)
(-873.33,-936.76)
(514.14,-162.30)
(644.31,-677.05)
(175.14,-450.19)
(707.98,-567.30)
(-368.38,-561.53)
(-921.37,911.18)
(-726.30,-52.01)
(207.61,-644.22)
(486.72,592.47)
(-647.45,852.19)
(78.76,504.88)
(521.45,922.23)
(-405.70,178.13)
(568.31,-589.37)
(200.83,-462.48)
(-157.46,155.17)
(-25.43,768.92)
(966.73,501.83)
(99.12,31.60)
(795.51,493.45)
(-342.59,500.40)
(-668.60,829.32)
(-857.88,-420.35)
(732.11,540.82)
(128.13,-527.86)
(-244.31,870.14)
(-686.15,491.68)
(-67.57,-833.34)
(-52.62,-966.96)
(416.95,-259.28)
(-499.08,-97.24)
(-693.47,-869.21)
(480.41,-520.93)
(823.20,-755.16)
(553.16,-346.45)
(181.91,-260.99)
(-771.59,-524.75)
(-874.95,-50.60)
(497.76,474.66)
(-2.18,631.90)
(-22.96,119.80)
(198.74,686.15)
(815.84,281.94)
(-651.65,-698.93)
(679.56,-373.08)
(719.42,-291.08)
(728.64,755.72)
(-779.54,993.40)
(670.39,780.60)
(-194.29,-779.82)
(-425.58,-439.98)
(645.29,-896.73)
(-547.18,-823.16)
(995.21,-490.37)
(656.71,-66.11)
(-767.04,-121.47)
(321.65,-350.09)
(373.42,-208.29)
(509.24,196.40)
(-112.77,-606.94)
(-354.04,-651.95)
(699.07,-818.97)
(353.04,-329.03)
(710.67,-37.03)
(826.83,-353.07)
(-259.40,-963.31)
(698.65,-730.88)
(-302.85,-606.95)
(555.10,-472.55)
(511.55,-965.05)
(804.76,-466.10)
(914.19,-536.58)
(-430.88,387.24)
(-326.32,-466.73)
(-908.68,-898.58)
(863.79,837.34)
(889.79,-755.62)
(536.38,405.65)
(161.26,-950.22)
(-812.96,-147.28)
(-242.90,-826.74)
(638.31,796.84)
(-722.94,393.87)
(-512.69,756.95)
(192.51,-34.66)
(-343.50,-570.54)
(323.63,603.80)
(-293.66,782.15)
(329.31,-743.44)
(-233.96,-543.33)
(468.05,-493.58)
(238.51,320.22)
(577.61,-145.38)
(966.00,270.31)
(408.69,-716.06)
(8.04,-175.54)
(933.24,530.07)
(-316.85,-101.97)
(-205.21,190.35)
(-516.74,-727.85)
(354.15,761.61)
(400.04,774.11)
(-520.97,662.39)
(351.71,-776.82)
(138.75,757.37)
(281.10,363.07)
(-100.33,322.23)
(531.37,550.07)
(695.66,993.24)
(-928.04,-358.44)
(-600.99,-305.54)
(352.73,139.77)
(-502.52,156.62)
(-597.67,896.62)
(-41.81,-111.10)
(316.78,-101.33)
(220.57,886.84)
(-237.36,117.88)
(531.52,-463.93)
(852.51,671.23)
(954.72,227.87)
(-595.14,909.25)
(191.42,238.98)
(54.48,-446.06)
(389.91,-43.74)
(616.96,77.20)
(494.91,599.29)
(269.73,-61.73)
(305.72,558.47)
(6.99,948.72)
(-764.18,390.28)
(816.01,592.49)
(736.55,420.97)
(-555.68,554.42)
(889.30,-640.55)
(-360.72,55.26)
(219.85,-342.96)
(236.18,-506.05)
(-562.26,-170.58)
(348.52,-281.38)
(442.41,597.64)
(140.66,328.82)
(-894.67,979.24)
(158.30,-572.06)
(-724.96,-919.35)
(-532.48,811.81)
(524.05,-805.22)
(943.87,-749.14)
(-570.95,-588.33)
(-502.58,-199.16)
(-907.80,637.51)
(-996.54,-349.28)
(-527.28,-568.58)
(39.59,-462.66)
(-613.65,-35.62)
(-972.69,-343.50)
(-352.79,456.48)
(-919.46,-417.12)
(507.62,641.68)
(-135.02,107.44)
