(-812.82,-59.28)
(508.00,96.47)
(705.74,-92.80)
(-339.75,-110.22)
(-599.11,466.23)
(-588.22,218.10)
(-922.43,-237.91)
(442.88,-504.55)
(43.95,106.78)
(231.82,-195.90)
(308.91,-337.50)
(-171.82,697.92)
(-258.62,762.38)
(984.47,743.77)
(-747.89,487.08)
(-395.52,-720.79)
(-530.91,-865.65)
(-263.77,-280.20)
(731.95,-569.12)
(-100.37,995.66)
(229.23,732.79)
(-471.39,-628.54)
(-618.05,687.74)
(252.22,680.38)
(-573.70,220.97)
(292.39,-273.52)
(98.21,-567.39)
(-31.12,-719.05)
(-624.22,403.44)
(888.81,422.84)
(990.05,-435.52)
(-867.85,668.09)
(-86.96,855.02)
(600.06,391.94)
(651.66,-562.29)
(-791.70,291.22)
(-193.87,-971.97)
(-467.14,-945.42)
(167.14,809.66)
(-877.16,-375.63)
(311.61,361.07)
(739.63,-904.22)
(783.07,-275.51)
(154.97,749.29)
(-611.90,-977.73)
(-495.60,-769.79)
(-392.24,-91.34)
(486.75,-454.70)
(-705.10,-217.03)
(74.13,-452.28)
(-610.84,337.89)
(-752.08,-128.42)
(-503.04,704.61)
(-12.05,-112.05)
(-255.05,-582.09)
(-187.95,-534.64)
(473.53,861.00)
(492.49,775.24)
(617.49,-969.45)
(-100.29,680.61)
(-865.66,-115.49)
(-80.42,-301.94)
(-166.09,-342.31)
(709.61,14.75)
(-281.10,-582.86)
(-808.73,993.67)
(188.13,464.21)
(-268.34,-190.97)
(664.69,171.68)
(536.87,-917.77)
(573.83,-32.75)
(-542.34,154.66)
(-73.07,387.05)
(722.90,-709.17)
(355.90,-384.32)
(711.03,-389.93)
(470.17,-693.73)
(-378.50,341.26)
(-693.77,192.87)
(681.87,-148.43)
(560.35,91.18)
(635.17,-438.72)
(487.28,-380.76)
(214.29,965.86)
(-76.00,170.20)
(-680.13,820.20)
(599.97,806.86)
(-616.41,-336.25)
(443.29,445.65)
(-160.46,-644.83)
(192.24,493.06)
(557.57,301.51)
(-619.35,-348.44)
(131.64,-693.04)
(795.64,471.22)
(-972.95,100.71)
(-735.07,-241.98)
(-110.52,-2.94)
(366.28,954.41)
(-882.08,665.44)
(-269.64,-295.94)
(313.00,-169.82)
(-713.09,603.36)
(-288.23,478.94)
(-131.73,700.89)
(-781.11,772.48)
(950.33,-471.87)
(-38.24,-244.86)
(341.40,-361.84)
(-747.58,390.59)
(116.19,2.38)
(-251.60,297.22)
(336.65,524.19)
(0.82,-430.77)
(-588.61,-658.62)
(214.10,-43.82)
(-718.94,412.07)
(86.05,-402.10)
(-581.38,-119.16)
(-805.14,100.72)
(-170.86,-582.67)
(-743.24,345.29)
(950.54,866.86)
(548.58,-84.86)
(-650.06,141.08)
(639.29,158.98)
(69.90,470.70)
(987.51,-513.16)
(129.22,-576.16)
(794.44,991.91)
(611.38,-696.94)
(-777.18,-188.44)
(163.66,-425.55)
(-607.95,-746.30)
(550.68,342.32)
(19.40,-598.63)
(-14.35,22.34)
(-553.01,-367.76)
(971.30,-823.97)
(526.27,788.41)
(926.57,-703.77)
(-535.92,-808.85)
(-753.88,824.94)
(388.12,-137.09)
(-313.70,356.75)
(221.45,-479.59)
(869.12,761.10)
(-890.67,-757.65)
(484.51,200.91)
(960.04,-542.68)
(-370.53,570.74)
(-47.88,-83.74)
(-493.78,-454.01)
(967.24,-373.22)
(-39.22,614.99)
(-72.65,284.01)
(-924.99,-821.45)
(-146.85,-216.31)
(-39.51,-222.10)
(-51.24,-122.94)
(981.22,-755.89)
(-281.50,541.86)
(9.05,-288.12)
(10.26,850.55)
(98.07,336.07)
(-255.80,-591.24)
(-832.75,410.29)
(-293.21,-244.96)
(326.83,361.07)
(339.88,158.05)
(629.07,-918.91)
(70.32,-895.57)
(155.88,539.56)
(614.72,418.32)
(-427.42,-427.74)
(101.56,-711.20)
(-543.11,680.73)
(-795.20,29.59)
(-542.38,-610.32)
(437.55,669.05)
(-99.48,675.96)
(46.42,981.30)
(-108.49,975.33)
(323.40,-493.70)
(-986.28,-273.16)
(456.81,960.93)
(-702.79,384.78)
(914.54,-286.86)
(-547.77,857.32)
(728.49,621.14)
(598.07,411.08)
(424.14,-592.08)
(28.63,-580.44)
(668.65,596.57)
(-597.43,284.67)
(-302.10,-874.60)
(823.04,718.67)
(-932.82,-48.93)
(159.13,-464.95)
(-392.18,-169.71)
